"","Nombre","Direccion","Latitud","Longitud","objectid","shape_leng","dis_elec","cir_sena","cod_comuna","codregion","st_area_sh","st_length_","Region","Comuna","Provincia","cantidad super","CANT_PER","densidad_super"
"150","Supermercado Santa Isabel - Matta / Sierra Bella","Manuel Antonio Matta Nº 437",-33.4580781,-70.6373606,333,24644.0186193,10,7,13101,13,33376783.7727,29171.6095001,"Región Metropolitana de Santiago","Santiago","Santiago",62,372760,6012.25806451613
"151","Supermercado Tottus - Vicuña Mackenna","Av. Vicuña Mackenna N° 665",-33.4500368796,-70.6316829234,333,24644.0186193,10,7,13101,13,33376783.7727,29171.6095001,"Región Metropolitana de Santiago","Santiago","Santiago",62,372760,6012.25806451613
"152","Supermercado Ekono - Curicó","Curicó N° 516",-33.4462912538,-70.64274337,333,24644.0186193,10,7,13101,13,33376783.7727,29171.6095001,"Región Metropolitana de Santiago","Santiago","Santiago",62,372760,6012.25806451613
"153","Supermercado Santa Isabel - Almirante Latorre","Almirante Latorre Nº 310",-33.451661,-70.664508,333,24644.0186193,10,7,13101,13,33376783.7727,29171.6095001,"Región Metropolitana de Santiago","Santiago","Santiago",62,372760,6012.25806451613
"154","Supermercado Santa Isabel - Portugal","Portugal Nº 112",-33.4432638,-70.637652,333,24644.0186193,10,7,13101,13,33376783.7727,29171.6095001,"Región Metropolitana de Santiago","Santiago","Santiago",62,372760,6012.25806451613
"155","Supermercado Ekono - Bandera / Av. San Pablo","Bandera N° 814",-33.434171,-70.653089,333,24644.0186193,10,7,13101,13,33376783.7727,29171.6095001,"Región Metropolitana de Santiago","Santiago","Santiago",62,372760,6012.25806451613
"156","Supermercado Unimarc - Estado","Estado N° 85",-33.441225,-70.649274,333,24644.0186193,10,7,13101,13,33376783.7727,29171.6095001,"Región Metropolitana de Santiago","Santiago","Santiago",62,372760,6012.25806451613
"157","Supermercado Ekono - Presidente Salvador Allende","Presidente Salvador Allende N° 367",-33.61854,-70.585228,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"158","Supermercado Ekono - José Luis Coo","José Luis Coo N° 158",-33.608988,-70.573927,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"159","Supermercado Ekono - Luis Matte Larraín / Carlos Aguirre Luco","Luis Matte Larraín N° 0286",-33.585775516,-70.5773309473,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"160","Supermercado Ekono - Eyzaguirre","Eyzaguirre N° 1310",-33.609646,-70.54021,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"161","Supermercado Montserrat - Av. México ","Av. México N° 1915",-33.593818,-70.559384,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"162","Supermercado Mayorista Alvi - Concha y Toro / Gabriela Poniente","Av. Concha y Toro N° 3088",-33.580264,-70.581774,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"163","Supermercado Montserrat - Puente Alto","México Nº 1915",-33.59498,-70.559145,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"164","ekono ciudad del sol","Juan de Dios Malbran N° 1750",-33.595364,-70.590403,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"165","Supermercado Tottus - Puente Alto II","Eyzaguirre N° 0105",-33.6126089478365,-70.5740582942963,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"166","Supermercado Santa Isabel - Santa Rosa 13015","Av. Santa Rosa Nº13015",-33.605874,-70.626848,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"167","Supermercados Erbi - Puente Alto","Concha y Toro N° 37",-33.6119321942,-70.5752937931,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"168","Supermercado Líder - Mall Plaza Tobalaba","Av. Los Toros N° 05441",-33.5668003175,-70.5590830159,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"169","Supermercado Unimarc - Av. Las Nieves","Av. Las Nieves N° 02251",-33.5899973065715,-70.5564805537882,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"170","Supermercados Montserrat - Puente Alto Eyzaguirre","Eyzaguirre Nº 02051",-33.6090484749,-70.5395563919,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"171","Jumbo plaza puente","Santo Domingo N° 67",-33.611716,-70.577097,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"172","Supermercado Jumbo - Concha y Toro","Av. Concha y Toro N° 3854",-33.570966,-70.58464,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"173","Ekono - Juan de Dios Malebrán","Juan de Dios Malbran N° 1750",-33.595364,-70.590403,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"174","Supermercado Ekono - Luis Matte Larraín / Romina","Luis Matte Larraín N° 1714",-33.5884316,-70.6001402,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"175","Supermercado Tottus - Puente Alto I","Av. Concha y Toro N° 1477",-33.597944,-70.577931,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"176","Supermercado Montserrat - Av. Gabriela","Av. Gabriela N° 02710",-33.5749380425,-70.5558248138,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"177","Supermercado Montserrat - Santa Josefina ","Santa Josefina N° 40",-33.609342,-70.576405,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"178","Supermercado Líder Express - Diego Portales","Av. Diego Portales N° 6303 ",-33.560062,-70.548711,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"179","Supermercado Líder Express - Nonato Coo","Nonato Coo Nº 3108",-33.58162455,-70.56913035,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"180","Supermercado Ekono - Puente Alto","Gabriela Oriente N° 01573",-33.5755426096,-70.561371142,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"181","Supermercado Unimarc - Av. Concha y Toro","Av. Concha y Toro N° 3193",-33.580537,-70.581325,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"182","Supermercado Montserrat - Balmaceda","Balmaceda N° 354",-33.60793,-70.575335,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"183","Supermercado Tottus - Mall Plaza Tobalaba","Av. Camilo Henríquez N° 3296",-33.569835,-70.55669,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"184","Supermercado Santa Isabel - Concha y Toro","Av. Concha y Toro Nº 1036",-33.601242,-70.57761,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"185","Supermercado Líder - Concha y Toro / Clavero","Av. Concha y Toro Nº 1149",-33.6015507527,-70.5771360215,292,48961.6548396,12,7,13201,13,126944640.332,58874.136921,"Región Metropolitana de Santiago","Puente Alto","Cordillera",29,546689,18851.3448275862
"186","S Y P Supermercados","Pedro Fontova Nº 6251",-33.3649,-70.6697,308,32111.2658183,9,7,13107,13,64319628.3659,38432.0997603,"Región Metropolitana de Santiago","Huechuraba","Santiago",9,94856,10539.5555555556
"187","Hiper Huechuraba","Av. Américo Vespucio N° 1737",-33.3665644395,-70.6785552189,308,32111.2658183,9,7,13107,13,64319628.3659,38432.0997603,"Región Metropolitana de Santiago","Huechuraba","Santiago",9,94856,10539.5555555556
"188","Supermercado Express Lider - Antehuemu","Antehuenu N° 7309",-33.353714,-70.669716,308,32111.2658183,9,7,13107,13,64319628.3659,38432.0997603,"Región Metropolitana de Santiago","Huechuraba","Santiago",9,94856,10539.5555555556
"189","Tottus Huechuraba","Santa Marta de Huechuraba N°7.300",-33.353869,-70.677665,308,32111.2658183,9,7,13107,13,64319628.3659,38432.0997603,"Región Metropolitana de Santiago","Huechuraba","Santiago",9,94856,10539.5555555556
"190","Supermercado Líder - Ciudad Empresarial","Av. del Valle Nº 725",-33.3905594615,-70.6132936331,308,32111.2658183,9,7,13107,13,64319628.3659,38432.0997603,"Región Metropolitana de Santiago","Huechuraba","Santiago",9,94856,10539.5555555556
"191","Supermercado Líder Express - Pedro Fontova / Guanaco","Av. Pedro Fontova N° 7455",-33.3522777,-70.670546,308,32111.2658183,9,7,13107,13,64319628.3659,38432.0997603,"Región Metropolitana de Santiago","Huechuraba","Santiago",9,94856,10539.5555555556
"192","Supermercado Líder - Mall Plaza Norte","Av. Américo Vespucio Nº 1737 ",-33.367924,-70.677572,308,32111.2658183,9,7,13107,13,64319628.3659,38432.0997603,"Región Metropolitana de Santiago","Huechuraba","Santiago",9,94856,10539.5555555556
"193","Supermercado Unimarc - Av. Pedro Fontova","Av. Pedro Fontova N° 7626",-33.3491351263854,-70.6702618902826,308,32111.2658183,9,7,13107,13,64319628.3659,38432.0997603,"Región Metropolitana de Santiago","Huechuraba","Santiago",9,94856,10539.5555555556
"194","Supermercado Santa Isabel - Pedro Fontova","Av. Pedro Fontova Nº 7789",-33.34763,-70.670401,308,32111.2658183,9,7,13107,13,64319628.3659,38432.0997603,"Región Metropolitana de Santiago","Huechuraba","Santiago",9,94856,10539.5555555556
"195","Supermercados Erbi - NOS","Av. Portales N° 4290",-33.6389285557,-70.7079575418,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"196","Supermercado Comercial Castro","Av. Colón Nº 853",-33.5941339855,-70.6840911594,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"197","Tottus- Rosario","Pje. Rosario N°934",-33.578191,-70.704035,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"198","Multialianza de Supermercados Mas S A","Av. General Velásquez  N° 9981 ",-33.54417652,-70.70902678,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"199","Supermercado El Rosario","Santa Marta  N° 1206 ",-33.59222815,-70.6745994,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"200","Hiper Líder","San José N° 69",-33.597581,-70.698242,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"201","Supermarcado Totus","Calle O´Higgins Nº 528",-33.591663,-70.704224,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"202","Supermarcado Totus","Calle Higgins Nº 528",-33.5916066667,-70.7049116667,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"203","supermercado","av. central 711",-33.620529,-70.68766,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"204","Supermercado ","Almirante Riveros Nº 01202",-33.615864,-70.684151,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"205","Supermercado Líder Express - Mall Paseo San Bernardo","Eyzaguirre N° 650",-33.595333,-70.706279,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"206","Supermercado Tottus - San Bernardo / Estación","Arturo Prat N° 117",-33.594156,-70.698939,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"207","Supermercado Jumbo - San Bernardo","Av. Portales N° 3698",-33.636386,-70.707187,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"208","Supermercado Hiper Líder - Los Morros","Av. Ernesto Riquelme Nº 69",-33.59902,-70.675325,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"209","Supermercado Tottus - San Bernardo / Eyzaguirre","O'Higgins N° 528",-33.5916066667,-70.7049116667,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"210","Supermercado Líder - Presidente Jorge Alessandri Rodríguez / Las Acacias","Presidente Jorge Alessandri Rodríguez N° 12434",-33.557871,-70.709847,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"211","Supermercado Líder - Mall Plaza Sur","Presidente Jorge Alessandri Rodríguez Nº 20040",-33.629206,-70.713433,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"212","Supermercado Montserrat - Covadonga","Covadonga Nº 225",-33.5953006423,-70.7007152321,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"213","Supermercado Unimarc - Av. Padre Hurtado","Av. Padre Hurtado N° 13694",-33.61691,-70.682219,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"214","Supermercado Tottus - San Bernardo","San Martí­n N° 174",-33.584024,-70.694442,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"215","Supermercado Ekono - San Bernardo","Mateo de Toro y Zambrano N° 94",-33.6128490564,-70.7057001744,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"216","Supermercado Santa Isabel - Eucaliptus","Eucaliptus Nº 273",-33.6070358,-70.7074431,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"217","Super Jumbito","Pasaje Francisco Becerra  N° 2996 ",-33.62653173,-70.69972456,297,86349.6115156,14,7,13401,13,222758600.127,103993.594041,"Región Metropolitana de Santiago","San Bernardo","Maipo",23,282763,12294.0434782609
"218"," Supermercado S y P","Av. Américo Vespucio N° 2488 ",-33.518822,-70.70578,303,20923.8592353,8,7,13102,13,23962251.3995,24881.8165941,"Región Metropolitana de Santiago","Cerrillos","Santiago",9,76602,8511.33333333333
"219","Supermercados Erbi - Cerrillos 2","Paseo Los Estudiantes N° 7",-33.5111256,-70.7209897,303,20923.8592353,8,7,13102,13,23962251.3995,24881.8165941,"Región Metropolitana de Santiago","Cerrillos","Santiago",9,76602,8511.33333333333
"220","Supermercados Erbi - Cerrillos 1","San Juan N° 7209",-33.5000681375,-70.7193807766,303,20923.8592353,8,7,13102,13,23962251.3995,24881.8165941,"Región Metropolitana de Santiago","Cerrillos","Santiago",9,76602,8511.33333333333
"221","Supermercado Tottus - Mall Plaza Oeste","Av. Américo Vespucio N° 1501",-33.5151368,-70.7172585,303,20923.8592353,8,7,13102,13,23962251.3995,24881.8165941,"Región Metropolitana de Santiago","Cerrillos","Santiago",9,76602,8511.33333333333
"222","Hipermercado Lonquen LTDA.","Av. Américo Vespucio  N° 2500 ",-33.51786261,-70.7085282,303,20923.8592353,8,7,13102,13,23962251.3995,24881.8165941,"Región Metropolitana de Santiago","Cerrillos","Santiago",9,76602,8511.33333333333
"223","Supermercado San Antonio","Félix Margoz  N° 308 ",-33.49291,-70.70927124,303,20923.8592353,8,7,13102,13,23962251.3995,24881.8165941,"Región Metropolitana de Santiago","Cerrillos","Santiago",9,76602,8511.33333333333
"224","Supermercado Hiper Líder - Mall Plaza Oeste","Av. Américo Vespucio Nº 2701",-33.518625,-70.708181,303,20923.8592353,8,7,13102,13,23962251.3995,24881.8165941,"Región Metropolitana de Santiago","Cerrillos","Santiago",9,76602,8511.33333333333
"225","Supermercado Ekono - Puente Alto","Av. Salvador Allende N° 367",-33.5094234439,-70.7391580614,303,20923.8592353,8,7,13102,13,23962251.3995,24881.8165941,"Región Metropolitana de Santiago","Cerrillos","Santiago",9,76602,8511.33333333333
"226","Supermercado Ekono - Galileo","Galileo N° 1610",-33.498127,-70.728383,303,20923.8592353,8,7,13102,13,23962251.3995,24881.8165941,"Región Metropolitana de Santiago","Cerrillos","Santiago",9,76602,8511.33333333333
"227","Supermercado Ekono - José Joaquín Perez / Neptuno","Av. José Joaquín Perez N° 6142",-33.430482,-70.720717,304,16740.5089434,9,7,13103,13,16106927.6958,19971.3089847,"Región Metropolitana de Santiago","Cerro Navia","Santiago",6,126947,21157.8333333333
"228","Supermercados Monserrat - Cerro Navia","General Carrera N° 1245",-33.432493,-70.731404,304,16740.5089434,9,7,13103,13,16106927.6958,19971.3089847,"Región Metropolitana de Santiago","Cerro Navia","Santiago",6,126947,21157.8333333333
"229","Supermercado Santa Isabel - Cerro Navia","Av. José Joaquín Pérez Nº 7259",-33.4294198,-70.7360142,304,16740.5089434,9,7,13103,13,16106927.6958,19971.3089847,"Región Metropolitana de Santiago","Cerro Navia","Santiago",6,126947,21157.8333333333
"230","Supermercado Santa Isabel - José Joaquín Pérez / Milan","José Joaquín Pérez Nº 7259",-33.4294198,-70.7360142,304,16740.5089434,9,7,13103,13,16106927.6958,19971.3089847,"Región Metropolitana de Santiago","Cerro Navia","Santiago",6,126947,21157.8333333333
"231","Supermercado Ekono - Av. Mapocho / Río Bio Bio","Av. Mapocho N° 7366",-33.422917,-70.739351,304,16740.5089434,9,7,13103,13,16106927.6958,19971.3089847,"Región Metropolitana de Santiago","Cerro Navia","Santiago",6,126947,21157.8333333333
"232","Supermercado Ekono - José Joaquín Pérez","José Joaquín Pérez N° 6142",-33.4306036037,-70.7207345288,304,16740.5089434,9,7,13103,13,16106927.6958,19971.3089847,"Región Metropolitana de Santiago","Cerro Navia","Santiago",6,126947,21157.8333333333
"233","Supermercado Líder Express - Vitacura","Av. Vitacura N° 4100",-33.399624,-70.590669,334,25316.046022,11,7,13132,13,41234129.0553,30628.9324363,"Región Metropolitana de Santiago","Vitacura","Santiago",12,80889,6740.75
"234","Supermercado Ekono - Vitacura / Alianza","Av. Vitacura N° 5322",-33.396401,-70.581625,334,25316.046022,11,7,13132,13,41234129.0553,30628.9324363,"Región Metropolitana de Santiago","Vitacura","Santiago",12,80889,6740.75
"235","Supermercado Tottus - Vitacura","Av. Vitacura N° 9019",-33.383201,-70.549645,334,25316.046022,11,7,13132,13,41234129.0553,30628.9324363,"Región Metropolitana de Santiago","Vitacura","Santiago",12,80889,6740.75
"236","Supermercado Santa Isabel - Pueblo Del Inglés  ","Av. Vitacura Nº 6255",-33.3905,-70.57146,334,25316.046022,11,7,13132,13,41234129.0553,30628.9324363,"Región Metropolitana de Santiago","Vitacura","Santiago",12,80889,6740.75
"237","Supermercado Diez - Vitacura","Luis Carrera Nº 2231",-33.3900118333,-70.586929078,334,25316.046022,11,7,13132,13,41234129.0553,30628.9324363,"Región Metropolitana de Santiago","Vitacura","Santiago",12,80889,6740.75
"238","Supermercado Líder - Buenaventura","Buenaventura N° 1770",-33.386369,-70.56814,334,25316.046022,11,7,13132,13,41234129.0553,30628.9324363,"Región Metropolitana de Santiago","Vitacura","Santiago",12,80889,6740.75
"239","Supermercados Erbi - Llavería","José María Escrivá de Balaguer N° 9471",-33.3757646268,-70.5457842733,334,25316.046022,11,7,13132,13,41234129.0553,30628.9324363,"Región Metropolitana de Santiago","Vitacura","Santiago",12,80889,6740.75
"240","Supermercado Unimarc - Av. Vitacura / Vespucio","Av. Vitacura N° 4607",-33.3984542450349,-70.5864491929135,334,25316.046022,11,7,13132,13,41234129.0553,30628.9324363,"Región Metropolitana de Santiago","Vitacura","Santiago",12,80889,6740.75
"241","Supermercado Jumbo - Lo Castillo","Eduardo Marquina N° 3412",-33.400165,-70.591906,334,25316.046022,11,7,13132,13,41234129.0553,30628.9324363,"Región Metropolitana de Santiago","Vitacura","Santiago",12,80889,6740.75
"242","Supermercado Unimarc - Av. Vitacura / Las Tranqueras","Av. Vitacura N° 8400",-33.384948,-70.554367,334,25316.046022,11,7,13132,13,41234129.0553,30628.9324363,"Región Metropolitana de Santiago","Vitacura","Santiago",12,80889,6740.75
"243","Supermercado Unimarc - Av. Manquehue Norte / Cerro El Plomo","Av. Manquehue Norte N° 457",-33.3903352060048,-70.5727942670416,334,25316.046022,11,7,13132,13,41234129.0553,30628.9324363,"Región Metropolitana de Santiago","Vitacura","Santiago",12,80889,6740.75
"244","Supermercado Unimarc - Av. Santa María","Av. Santa María N° 6940",-33.37693,-70.568482,334,25316.046022,11,7,13132,13,41234129.0553,30628.9324363,"Región Metropolitana de Santiago","Vitacura","Santiago",12,80889,6740.75
"245","Montserrat - Conchalí","Av. Presidente Eduardo Frei Montalva N° 4475",-33.391021,-70.688745,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"246","Supermercados Erbi - Independencia 3","Av. Independencia N° 6117",-33.3672358333,-70.6889545833,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"247","Supermercado Santa Isabel - Independencia / Dorsal","Independencia Nº 3160",-33.3978227,-70.6696414,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"248","Santa Isabel - Independencia ","Av. Independencia Nº3160",-33.398132,-70.669289,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"249","Supermercado San Lorenzo","Av. Guanaco Nº 4480",-33.3791815351,-70.6578399737,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"250","Supermercado Alvi - Conchalí","Av. Independencia Nº 5154",-33.38189917,-70.68270958,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"251","Supermercado Tottus - Pedro Fontova","Pedro Fontova N° 5810",-33.371597,-70.671239,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"252","Supermercado Hiper Líder - Independencia","Av. Independencia Nº 4142",-33.389717,-70.676069,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"253","Ekono - Av. Independencia / Rio Calle Calle","Av. Independencia N° 4553",-33.386794,-70.678379,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"254","Supermercados Montserrat - Conchalí","Av. Presidente Eduardo Frei Montalva N° 4475 ",-33.391021,-70.688745,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"255","Supermercado Unimarc - Av. Guanaco","Av. Guanaco N° 3290",-33.395185,-70.657817,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"256","Supermercado Ekono - Av. Zapadores","Av. Zapadores N° 1200",-33.386825,-70.657207,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"257","Supermercado Líder - Independencia","Av. Independencia N° 4142",-33.3903680709,-70.675437219,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"258","Supermercado Ekono - El Cortijo","Av. El Cortijo N° 1981",-33.378497,-70.688052,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"259","Supermercado Santa Isabel - Cardenal José María Caro","Av. Cardenal José María Caro N° 1771",-33.3733452778,-70.6820844444,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"260","Supermercado Montserrat - Av. Independencia / Esmeralda","Av. Independencia N° 3601",-33.395496,-70.672036,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"261","Supermercado Ekono - Zapadores","Zapadores N° 1200",-33.3869422701,-70.6572581168,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"262","Supermercado Unimarc - Av. Zapadores","Av. Zapadores N° 1320",-33.386331,-70.663738,305,13816.6343887,9,7,13104,13,15802665.9189,16624.3582676,"Región Metropolitana de Santiago","Conchalí","Santiago",18,121668,6759.33333333333
"263","Hipermecados Margarita Roman Sanders","Alejandro Guzmán N° 091 ",-33.553945,-70.672886,306,15584.8638776,13,7,13105,13,20608987.1951,18894.4532659,"Región Metropolitana de Santiago","El Bosque","Santiago",7,156013,22287.5714285714
"264","Supermercado Ekono - Central","Central N° 711",-33.571496,-70.677159,306,15584.8638776,13,7,13105,13,20608987.1951,18894.4532659,"Región Metropolitana de Santiago","El Bosque","Santiago",7,156013,22287.5714285714
