"","Nombre","Direccion","Latitud","Longitud","objectid","shape_leng","dis_elec","cir_sena","cod_comuna","codregion","st_area_sh","st_length_","Region","Comuna","Provincia","cantidad super","CANT_PER","densidad_super"
"379","Supermercado Lo Prado","Av. San Pablo  N° 6103 ",-33.44386451,-70.72144097,318,10795.4333158,9,7,13117,13,9412959.32787,12827.1594392,"Región Metropolitana de Santiago","Lo Prado","Santiago",6,92555,15425.8333333333
"380","Supermercado Hiper Líder - Neptuno","Av. Neptuno Nº 72",-33.4542327623,-70.7219677326,318,10795.4333158,9,7,13117,13,9412959.32787,12827.1594392,"Región Metropolitana de Santiago","Lo Prado","Santiago",6,92555,15425.8333333333
"381","Hiper Líder - Neptuno / San Pablo","Neptuno Nº 720",-33.445651,-70.723383,318,10795.4333158,9,7,13117,13,9412959.32787,12827.1594392,"Región Metropolitana de Santiago","Lo Prado","Santiago",6,92555,15425.8333333333
"382","Supermercado Líder Express - Estación Central","Av. Libertador Bernando O'Higgins Nº 5199",-33.457235,-70.706398,318,10795.4333158,9,7,13117,13,9412959.32787,12827.1594392,"Región Metropolitana de Santiago","Lo Prado","Santiago",6,92555,15425.8333333333
"383","Hiper Líder - Américo Vespucio","Av. Américo Vespucio N° 3100",-33.4850139281,-70.5801246746,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"384","Supermercado Iruña Ltda.","Av. Alcalde Jorge Monckeberg  N° 2320 ",-33.4766705,-70.58767967,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"385","Supermercado San José","Av. Macul Nº 5317",-33.50145125,-70.5948465278,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"386","Supermercado Ekono - Froilán Roa","Froilán Roa N° 5308",-33.50723,-70.601646,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"387","Supermercado Líder - Macul ","Av. Macul Nº 2127",-33.474156,-70.598782,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"388","Supermercado Mayorista 10 - Macul","Marathon N° 3123",-33.4863289663,-70.6119741478,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"389","Supermercados Montserrat - Macul","Av. José Pedro Alessandri N° 3578",-33.487002,-70.599251,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"390","Supermercados Erbi - Macul","Mayor Abe N° 3145",-33.4809704157,-70.599576209,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"391","Supermercado Hiper Líder - Macul","Av. José Pedro Alessandri N° 2127",-33.491949,-70.60011,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"392","Supermercado Monserrat - Macul","Av. Macul N° 3578",-33.487036,-70.599426,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"393","Supermercado Ekono - Ramón Cruz","Ramon Cruz N° 3219",-33.48476,-70.5851861111,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"394","Supermercado Ekono - Los Olmos","Los Olmos N° 4117",-33.479878,-70.588876,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"395","Supermercado Unimarc - Ignacio Carrera Pinto","Ignacio Carrera Pinto N° 3857",-33.474349,-70.587277,319,15200.7503739,10,7,13118,13,18447877.3332,18197.1776313,"Región Metropolitana de Santiago","Macul","Santiago",13,112654,8665.69230769231
"396","Supermercado Ekono - Simón Bolivar","Simón Bolivar N° 3534",-33.479393,-70.731812,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"397","Supermercado Líder - Pajaritos / Monte Tabor","Av. Pajaritos Nº 4500",-33.481596,-70.745337,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"398","Ekono - Blanco Encalada / Pasaje Vesubio","Blanco Encalada N° 893",-33.499924,-70.767514,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"399","Supermercado Ribeiro","2 Norte Nº  1373",-33.5010351786,-70.7406672619,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"400","Supermercado Curico","Libertad  N° 630 ",-33.50563392,-70.76446789,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"401","Supermercado Santa Isabel - Tres Poniente","Tres Poniente Nº 2600",-33.501355,-70.7784313,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"402","Supermercado Ekono - Portales","Av. Portales N° 1995",-33.518362,-70.786777,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"403","Supermercado Unimarc - Eladio Rojas","Eladio Rojas N° 0604",-33.532433,-70.779174,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"404","Supermercado Ekono - Camino a Rinconada","Camino a Rinconada N° 2301",-33.505795,-70.787005,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"405","Unimarc - Camino Melipilla","Camino a Melipilla N° 17000",-33.543536,-70.78014,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"406","Supermercado Ekono - Olimpo","Olimpo N° 1990",-33.512099,-70.775513,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"407","Líder express Isabel Riquelme","Isabel Riquelme Sur N° 1436",-33.48533,-70.739126,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"408","Supermercado Mayorista Alvi - Pajaritos / La Colonia","Av. Los Pajaritos Nº 1639",-33.512549,-70.757258,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"409","Supermercado Ekono - Segunda Transversal","Segunda Transversal N° 956",-33.51595,-70.747502,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"410","Supermercado Ekono - Maipú","Av. 4 Poniente Nº 350",-33.5405585714,-70.7844102381,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"411","Supermercado Santa Isabel - Ciudad Satélite","Av. Alcalde José Luís Infante Larraín Nº 1320",-33.560449,-70.780018,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"412","Santa Isabel - Alcalde Luis Infante","Alcalde Luis Infante Nº 1320",-33.560446,-70.780023,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"413","Supermercado Líder Express - Plaza de Maipú","Av. Los Pajaritos N° 1790",-33.510768,-70.757384,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"414","Supermercado Líder - Espacio Urbano Maipú","Av. Pajaritos N° 1790",-33.51122,-70.757398,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"415","Supermercado Santa Isabel - Plaza Maipú","Av. Los Pajaritos Nº 1948",-33.509597,-70.757403,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"416","Supermercado Líder Express - Vespucio / Santa Elena","Av. Américo Vespucio Nº 1076",-33.477944,-70.757041,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"417","Supermercado La Africana","Alfredo Silva Carvallo Nº 730",-33.5282866297,-70.7663261217,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"418","Supermercado Ekono - Portales","Portales N° 1995",-33.518541,-70.787111,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"419","Supermercado Ekono - Presidente Gabriel González Videla","Presidente Gabriel Gonzalez Videla N° 2364",-33.536127,-70.786321,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"420","Supermercado Santa Isabel - 5 de Abril ","Av. 5 de Abril Nº 216",-33.510683,-70.760047,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"421","Supermercado Mayorista 10 - Ciudad Satélite","Camino a Melipilla N° 18400",-33.551654,-70.791916,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"422","Supermercado Unimarc","Camino a Melipilla Nº 17000",-33.54425,-70.781166,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"423","Supermercado Santa Isabel - 3 Poniente  ","Av. 3 Poniente Nº 2600",-33.505301,-70.745746,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"424","Santa Isabel - La Farfana","Av. El Rosal Nº 3999",-33.491064,-70.777338,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"425","Supermercado Unimarc - Rinconada","Av. Rinconada N° 1900",-33.5074365233921,-70.7832280634756,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"426","Supermercado ekono","Bagdad Nº 855",-33.544846,-70.769226,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"427","Supermercado Líder","Tres Poniente N° 900",-33.528862,-70.77726,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"428","Supermercado Jumbo - Pajaritos","Av. Pajaritos N° 3302",-33.49637,-70.757545,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"429","Supermercado Ekono - El Olimpo","El Olimpo N° 1990",-33.512038,-70.775498,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"430","Supermercado Santa Isabel","El Rosal N° 3999",-33.491852,-70.777687,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"431","Supermercado Hiper Líder - Tres Poniente","Av. Tres Poniente Nº 0900",-33.528107,-70.777515,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"432","Supermercado Santa Isabel","Av. Central Poniente N° 1040",-33.5606516667,-70.7871383333,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"433","Hiper Lider Maipú","Av. Los Pajaritos Nº 4500",-33.481596,-70.745337,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"434","Supermercados Erbi - Maipú 3","Av. Sur N° 1147",-33.5212786745,-70.7727319343,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"435","Supermercado Santa Isabel - Maipú","Av. Américo Vespucio N° 51",-33.4862842747,-70.7508083428,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"436","Supermercado Unimarc - Camino a Melipilla","Camino a Melipilla N° 16860",-33.538810971,-70.7733293153,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"437","Supermercado Santa Isabel - Parque Central Poniente ","Av. Parque Central Poniente  Nº 1040",-33.561711,-70.785799,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"438","Supermercado Ekono - Presidente Gabriel González Videla","Presidente Gabriel González Videla N° 2372",-33.536071,-70.786452,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"439","Supermercado Unimarc - Av. Silva Carvallo","Av. Silva Carvallo N° 1414",-33.531653,-70.774976,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"440","Supermercado Ekono - El Descanso","El Descanso N° 798",-33.4701279111,-70.7505897781,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"441","Supermercado Unimarc - Av. El Rosal","Av. El Rosal N° 6361",-33.4790914719999,-70.755865037,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"442","Supermercado Hiper Líder - Américo Vespucio / Fundo San José","Av. Américo Vespucio Nº 2701",-33.4866502156,-70.7498542874,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"443","Supermercado Jumbo - Mall Arauco Maipú","Av. Américo Vespucio N° 1001",-33.482156,-70.753558,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"444","Supermercado Ekono - Bagdad","Bagdad N° 855",-33.544681,-70.769428,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"445","Supermercado Ekono - Las Torres","Las Torres N° 1099",-33.479101,-70.731531,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"446","Supermercado Santa Isabel - Pajaritos / ","Av. Pajaritos Nº 4049",-33.485493,-70.747359,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"447","Supermercado Mayorista 10 Maipu","Av. 5 de abril N° 338",-33.510709,-70.76107,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"448","Supermercado Hiper Líder - El Descanso","Av. Américo Vespucio Norte N° 1955",-33.4716594444,-70.7589572222,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"449","Supermercado Santa Isabel - José Juaquín Prieto ","Av. Las Torres Nº 450",-33.472696,-70.730976,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"450","Ekono - Cuatro Poniente","Cuatro Poniente N° 350",-33.544721,-70.77577,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"451","Supermercado Líder - Mall Plaza Oeste","Av. Américo Vespucio Nº 2500",-33.468247,-70.762051,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"452","Supermercado Unimarc - Jorge Guerra","Jorge Guerra N° 16190",-33.543767,-70.772853,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"453","Supermercado Montserrat - Av. Alfredo Silva Carvallo","Av. Alfredo Silva Carvallo N° 1401",-33.5329633333,-70.7774633333,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"454","Supermercado Líder - Pajaritos / Teniente Cruz","Av. Los Pajaritos Nº 2689",-33.503579,-70.757256,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"455","Supermercado Unimarc - Ramón Freire","Ramón Freire Nº 1529",-33.5102482261,-70.7778880593,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"456","Supermercado Unimarc - Av. Segunda Transversal ","Av. Segunda Transversal N° 4090",-33.488479,-70.74254,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"457","Supermercado Unimarc - Av. 4 Poniente","Av. 4 Poniente N° 1197 ",-33.516592,-70.791335,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"458","Supermercado Santa Isabel - Espacio Urbano Maipú","Av. 5 de Abril N° 216",-33.510683,-70.760047,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"459","Supermercado Ekono - Primo de Rivera","Primo de Rivera N° 1447",-33.492282,-70.739315,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"460","Supermercado Líder - 3 Poniente","Av. 3 Poniente Nº 900",-33.528107,-70.777515,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"461","Supermercado Santa Isabel - La Farfana","Ingeniero Eduardo Dominguez Nº 666",-33.4914877,-70.7757813,320,61424.9825258,8,7,13119,13,199087566.723,73734.9134275,"Región Metropolitana de Santiago","Maipú","Santiago",66,501581,7599.71212121212
"462","Supermercado Santa Isabel - Eduardo Castillo Velasco","Av. Eduardo Castillo Velasco Nº 8751",-33.46099,-70.584659,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"463","Supermercados Los Alpes","Av. Vicuña Mackenna N° 798",-33.4521329002,-70.6306046318,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"464","Supermercado Ekono - Av. Pedro de Valdivia / Zañartu","Av. Pedro de Valdivia N° 5359",-33.472935,-70.606389,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"465","Supermercado Santa Isabel - Pedro de Valdivia","Av. Pedro de Valdivia Nº 3362",-33.4533284,-70.6048216,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"466","Supermercados La Verbena","La Verbena  N° 5480 ",-33.43914255,-70.57367716,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"467","Supermercado Ekono - Coventry","Coventry N° 601",-33.448933,-70.58066,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"468","Supermercados Unimarc - Ñuñoa","Sócrates N° 1152",-33.46285,-70.620041,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"469","Supermercado Unimarc - Manuel Montt","Av. Irarrazaval N° 1730",-33.453072,-70.612881,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"470","Supermercado Ekono - Alcalde Jorge Monckeberg","Alcalde Jorge Monckeberg N° 1911",-33.472233,-70.58714,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"471","Comercializadora y Distribuidora Navas Ltda","Av. Irarrázaval N° 3087",-33.454929,-70.598839,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"472","Supermercado Santa Isabel - Vicuña Mackenna / Matta","Av. Vicuña Mackenna Nº 1048",-33.45481,-70.629919,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"473","Ekono","Irarrazabal N° 710",-33.4534548168889,-70.622526758163,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"474","Supermercado Unimarc - Obispo Orrego","Obispo Orrego N° 1250",-33.464332,-70.620326,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"475","Express Lider - Irarrazaval 2401","Av. Irarrazaval N° 2401",-33.4540761,-70.6059477,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"476","Supermercado Hiper Líder - Vicuña Mackenna / Irarrázaval","Av. Irarrazaval N° 5353",-33.4539982024,-70.5753524816,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"477","Supermercado Ekono - Irarrázaval / Italia","Av. Irarrázaval Nº 710",-33.4531840201,-70.622907576,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"478","Supermercado Líder - Av. Irarrázaval / Suecia","Av. Irarrázaval N° 2928",-33.454514,-70.600609,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"479","Supermercado Líder Express - Grecia / José Domingo Cañas","Av. Grecia Nº 245",-33.455325,-70.627112,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"480","Supermercado Ekono - General José Artigas","General José Artigas N° 2877",-33.445164,-70.599171,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"481","Supermercado Unimarc - Ñuñoa","Av. Irarrázaval N° 1740",-33.4534427334,-70.6128620095,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"482","Supermercado Unimarc - Grecia","Av. Grecia N° 320",-33.455779,-70.626113,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"483","Supermercado Jumbo - Mall Portal Ñuñoa","Av. José Pedro Alessandri N° 1166",-33.4654233125,-70.5981696667,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"484","Supermercado Ekono - Av. Irarrázaval / Lincoyán","Av. Irarrázaval N° 710",-33.453285,-70.622973,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"485","Supermercado Unimarc - Av. Irarrázaval / General Gorostiaga ","Av. Irarrázaval N° 4354",-33.454271,-70.5831036,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"486","Supermercado Montserrat - Av. Irarrázaval","Av. Irarrázaval N° 1489",-33.453078,-70.615439,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"487","Supermercado Santa Isabel - Pedro de Valdivia / Irarrázaval","Av. Pedro de Valdivia Nº 3362",-33.453328,-70.604803,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"488","Supermercado Unimarc - General José Artigas","General José Artigas N° 3250",-33.4492817398444,-70.5979928378057,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"489","Supermercado Santa Isabel - Vicuña Mackenna / Manuel Antonio Matta","Av. Vicuña Mackenna Nº 1048",-33.45481,-70.629919,321,17714.1260512,10,7,13120,13,24367720.2403,21422.185446,"Región Metropolitana de Santiago","Ñuñoa","Santiago",28,200085,7145.89285714286
"490","Supermercado Erbi - Quiapo","Quiapo N° 3055",-33.4801502642,-70.6758381932,322,13054.5635243,13,7,13121,13,12258083.3879,15005.0494402,"Región Metropolitana de Santiago","Pedro Aguirre Cerda","Santiago",6,96088,16014.6666666667
"491","Mercado Mayorista Lo Valledor","Av. Maipú N° 3301",-33.4792333412,-70.6809597417,322,13054.5635243,13,7,13121,13,12258083.3879,15005.0494402,"Región Metropolitana de Santiago","Pedro Aguirre Cerda","Santiago",6,96088,16014.6666666667
"492","Supermercado Santa Isabel - Carlos Valdovinos","Av. Alcalde Carlos Valdovinos Nº 2020",-33.478821,-70.663111,322,13054.5635243,13,7,13121,13,12258083.3879,15005.0494402,"Región Metropolitana de Santiago","Pedro Aguirre Cerda","Santiago",6,96088,16014.6666666667
