"","ID_tienda","personas_tienda","x","y","area","opcion"
"506","554",615.262589919337,-70.5668284511706,-33.3700117225534,700,10
"507","555",922.501886020127,-70.6991806561294,-33.4538593561751,700,10
"508","556",777.596734706047,-70.7528072032824,-33.4262265816673,700,10
